"任务ID","任务定义ID","任务名称","任务日期","任务开始时间","任务时长","进/出港","到达航班ID","到达航班预达时间","到达航班计划到达时间","出发航班ID","出发航班预离时间","出发航班计划预离时间","到达航班号","出发航班号","航班类型","任务资质要求","航站楼","区域","机位","其他位置信息","任务是否允许双机","任务是否必须派工","任务是否为难保障任务","关联任务ID","员工编号","车牌号"
"8a69df6f9a4879a7019aa16a4cb72e91","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 19:00:00",20,"出","8a69eb009a363b11019aa09d49ad262b",,"2025-11-21 19:40:00","8a69eb009a363b11019aa09d49ad262c","2025-11-21 20:30:00","2025-11-21 20:30:00","9C7553","9C7554","短过站","押运","T1",,"13",,"Y","Y","N",,,
"8a69ec969a4879bc019aa4dd61512cc2","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 10:51:00",36,"进","8a69eb009a363b11019aa09d49ad262d","2025-11-21 10:51:00","2025-11-21 10:45:00","8a69eb009a363b11019aa09d49ad262e","2025-11-21 12:00:00","2025-11-21 12:00:00","9C8763","9C8764","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69ec969a4879bc019aa4dd61512cc3","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 10:51:00",36,"进","8a69eb009a363b11019aa09d49ad262d","2025-11-21 10:51:00","2025-11-21 10:45:00","8a69eb009a363b11019aa09d49ad262e","2025-11-21 12:00:00","2025-11-21 12:00:00","9C8763","9C8764","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69ec969a4879bc019aa4dd61512cc4","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 10:51:00",36,"进","8a69eb009a363b11019aa09d49ad262d","2025-11-21 10:51:00","2025-11-21 10:45:00","8a69eb009a363b11019aa09d49ad262e","2025-11-21 12:00:00","2025-11-21 12:00:00","9C8763","9C8764","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922580a17","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 10:51:00",36,"进","8a69eb009a363b11019aa09d49ad262d","2025-11-21 10:51:00","2025-11-21 10:45:00","8a69eb009a363b11019aa09d49ad262e","2025-11-21 12:00:00","2025-11-21 12:00:00","9C8763","9C8764","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922580a18","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 10:51:00",36,"进","8a69eb009a363b11019aa09d49ad262d","2025-11-21 10:51:00","2025-11-21 10:45:00","8a69eb009a363b11019aa09d49ad262e","2025-11-21 12:00:00","2025-11-21 12:00:00","9C8763","9C8764","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922580a19","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 10:51:00",36,"进","8a69eb009a363b11019aa09d49ad262d","2025-11-21 10:51:00","2025-11-21 10:45:00","8a69eb009a363b11019aa09d49ad262e","2025-11-21 12:00:00","2025-11-21 12:00:00","9C8763","9C8764","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cb72e94","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 10:30:00",20,"出","8a69eb009a363b11019aa09d49ad262d","2025-11-21 10:51:00","2025-11-21 10:45:00","8a69eb009a363b11019aa09d49ad262e","2025-11-21 12:00:00","2025-11-21 12:00:00","9C8763","9C8764","短过站","押运","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa0b2d6f15046","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-20 23:05:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad262f","2025-11-21 00:05:00","2025-11-21 00:05:00",,"O37041","始发","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa0b2d6f15047","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-20 23:05:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad262f","2025-11-21 00:05:00","2025-11-21 00:05:00",,"O37041","始发","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa0b2d6f15048","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-20 23:05:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad262f","2025-11-21 00:05:00","2025-11-21 00:05:00",,"O37041","始发","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa0b2d6f05043","3f5c6620955c46f894f986e7b539b08f","出港押运","2025-11-21","2025-11-20 23:35:00",15,"出",,,,"8a69eb009a363b11019aa09d49ad262f","2025-11-21 00:05:00","2025-11-21 00:05:00",,"O37041","始发","押运","T1",,"92",,"Y","Y","N",,,
"8a69ec969a4879bc019aa1e7beae0e4e","491b6de78f284b2086f61689446dd318","出港装机","2025-11-21","2025-11-20 23:05:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad262f","2025-11-21 00:05:00","2025-11-21 00:05:00",,"O37041","始发","","T1",,"92",,"Y","Y","N",,,
"8a69ec969a4879bc019aa1e7beaf0e4f","491b6de78f284b2086f61689446dd318","出港装机","2025-11-21","2025-11-20 23:05:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad262f","2025-11-21 00:05:00","2025-11-21 00:05:00",,"O37041","始发","","T1",,"92",,"Y","Y","N",,,
"8a69ec969a4879bc019aa1e7beaf0e50","491b6de78f284b2086f61689446dd318","出港装机","2025-11-21","2025-11-20 23:05:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad262f","2025-11-21 00:05:00","2025-11-21 00:05:00",,"O37041","始发","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921d50648","daf4a8a0e0094332bcdf27353c8f576b","进港卸机","2025-11-21","2025-11-21 05:49:00",40,"进","8a69eb009a363b11019aa09d49ad2630","2025-11-21 05:49:00","2025-11-21 05:55:00",,,,"O37042",,"航后","","T1",,"106",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921d50649","daf4a8a0e0094332bcdf27353c8f576b","进港卸机","2025-11-21","2025-11-21 05:49:00",40,"进","8a69eb009a363b11019aa09d49ad2630","2025-11-21 05:49:00","2025-11-21 05:55:00",,,,"O37042",,"航后","","T1",,"106",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921d5064a","daf4a8a0e0094332bcdf27353c8f576b","进港卸机","2025-11-21","2025-11-21 05:49:00",40,"进","8a69eb009a363b11019aa09d49ad2630","2025-11-21 05:49:00","2025-11-21 05:55:00",,,,"O37042",,"航后","","T1",,"106",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921d5064b","dabb4bec44524048a80e6ea59871de8d","进港押运","2025-11-21","2025-11-21 06:19:00",25,"进","8a69eb009a363b11019aa09d49ad2630","2025-11-21 05:49:00","2025-11-21 05:55:00",,,,"O37042",,"航后","押运","T1",,"106",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921d40645","c53cc7161dc0486daeda391fd05a4dbc","进港卸机","2025-11-21","2025-11-21 05:49:00",40,"进","8a69eb009a363b11019aa09d49ad2630","2025-11-21 05:49:00","2025-11-21 05:55:00",,,,"O37042",,"航后","","T1",,"106",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921d40646","c53cc7161dc0486daeda391fd05a4dbc","进港卸机","2025-11-21","2025-11-21 05:49:00",40,"进","8a69eb009a363b11019aa09d49ad2630","2025-11-21 05:49:00","2025-11-21 05:55:00",,,,"O37042",,"航后","","T1",,"106",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921d50647","c53cc7161dc0486daeda391fd05a4dbc","进港卸机","2025-11-21","2025-11-21 05:49:00",40,"进","8a69eb009a363b11019aa09d49ad2630","2025-11-21 05:49:00","2025-11-21 05:55:00",,,,"O37042",,"航后","","T1",,"106",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169226a0a98","2a2bfc2f1db8497fa5f7b078bb57e625","出港押运","2025-11-21","2025-11-21 07:15:00",25,"出","8a69eb009a363b11019aa09d49ad2636","2025-11-21 07:35:00","2025-11-21 07:55:00","8a69eb009a363b11019aa09d49ad2631","2025-11-21 08:45:00","2025-11-21 08:45:00","CF9042","CF209","短过站","押运","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921f1071e","dabb4bec44524048a80e6ea59871de8d","进港押运","2025-11-21","2025-11-21 14:37:00",25,"进","8a69eb009a363b11019aa09d49ad2632","2025-11-21 14:07:00","2025-11-21 12:50:00",,,,"CF210",,"航后","押运","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921f1071b","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 14:07:00",30,"进","8a69eb009a363b11019aa09d49ad2632","2025-11-21 14:07:00","2025-11-21 12:50:00",,,,"CF210",,"航后","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921f1071c","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 14:07:00",30,"进","8a69eb009a363b11019aa09d49ad2632","2025-11-21 14:07:00","2025-11-21 12:50:00",,,,"CF210",,"航后","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921f1071d","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 14:07:00",30,"进","8a69eb009a363b11019aa09d49ad2632","2025-11-21 14:07:00","2025-11-21 12:50:00",,,,"CF210",,"航后","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa0b2e65d5096","3f5c6620955c46f894f986e7b539b08f","出港押运","2025-11-21","2025-11-21 00:20:00",15,"出",,,,"8a69eb009a363b11019aa09d49ad2633","2025-11-21 00:50:00","2025-11-21 00:50:00",,"CF219","始发","押运","T1",,"91",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692234090e","dabb4bec44524048a80e6ea59871de8d","进港押运","2025-11-21","2025-11-21 07:17:00",25,"进","8a69eb009a363b11019aa09d49ad2634","2025-11-21 06:47:00","2025-11-21 06:50:00",,,,"CF220",,"航后","押运","T1",,"91",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692234090b","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 06:47:00",30,"进","8a69eb009a363b11019aa09d49ad2634","2025-11-21 06:47:00","2025-11-21 06:50:00",,,,"CF220",,"航后","","T1",,"91",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692234090c","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 06:47:00",30,"进","8a69eb009a363b11019aa09d49ad2634","2025-11-21 06:47:00","2025-11-21 06:50:00",,,,"CF220",,"航后","","T1",,"91",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692234090d","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 06:47:00",30,"进","8a69eb009a363b11019aa09d49ad2634","2025-11-21 06:47:00","2025-11-21 06:50:00",,,,"CF220",,"航后","","T1",,"91",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa0b2f68250b8","3f5c6620955c46f894f986e7b539b08f","出港押运","2025-11-21","2025-11-21 01:10:00",15,"出",,,,"8a69eb009a363b11019aa09d49ad2635","2025-11-21 01:40:00","2025-11-21 01:40:00",,"CF9041","始发","押运","T1",,"90",,"Y","Y","N",,,
"8a69ec969a4879bc019aa227d98415d4","ea20ac76d6ae430b9f4c93f87dd51957","出港装机","2025-11-21","2025-11-21 00:40:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad2635","2025-11-21 01:40:00","2025-11-21 01:40:00",,"CF9041","始发","","T1",,"90",,"Y","Y","N",,,
"8a69ec969a4879bc019aa227d98415d5","ea20ac76d6ae430b9f4c93f87dd51957","出港装机","2025-11-21","2025-11-21 00:40:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad2635","2025-11-21 01:40:00","2025-11-21 01:40:00",,"CF9041","始发","","T1",,"90",,"Y","Y","N",,,
"8a69ec969a4879bc019aa227d98415d6","ea20ac76d6ae430b9f4c93f87dd51957","出港装机","2025-11-21","2025-11-21 00:40:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad2635","2025-11-21 01:40:00","2025-11-21 01:40:00",,"CF9041","始发","","T1",,"90",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa0b2f68250bb","6e682469e5ee4e5e9f55aabcb646d33f","出港装机","2025-11-21","2025-11-21 00:40:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad2635","2025-11-21 01:40:00","2025-11-21 01:40:00",,"CF9041","始发","","T1",,"90",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa0b2f68250bc","6e682469e5ee4e5e9f55aabcb646d33f","出港装机","2025-11-21","2025-11-21 00:40:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad2635","2025-11-21 01:40:00","2025-11-21 01:40:00",,"CF9041","始发","","T1",,"90",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa0b2f68250bd","6e682469e5ee4e5e9f55aabcb646d33f","出港装机","2025-11-21","2025-11-21 00:40:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad2635","2025-11-21 01:40:00","2025-11-21 01:40:00",,"CF9041","始发","","T1",,"90",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169226f0abd","5b46f0f41f9849d1a5ec49d9b4d83fca","进港卸机","2025-11-21","2025-11-21 07:05:00",50,"进","8a69eb009a363b11019aa09d49ad2636","2025-11-21 07:35:00","2025-11-21 07:55:00","8a69eb009a363b11019aa09d49ad2631","2025-11-21 08:45:00","2025-11-21 08:45:00","CF9042","CF209","短过站","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169226f0abe","5b46f0f41f9849d1a5ec49d9b4d83fca","进港卸机","2025-11-21","2025-11-21 07:05:00",50,"进","8a69eb009a363b11019aa09d49ad2636","2025-11-21 07:35:00","2025-11-21 07:55:00","8a69eb009a363b11019aa09d49ad2631","2025-11-21 08:45:00","2025-11-21 08:45:00","CF9042","CF209","短过站","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169226f0abf","5b46f0f41f9849d1a5ec49d9b4d83fca","进港卸机","2025-11-21","2025-11-21 07:05:00",50,"进","8a69eb009a363b11019aa09d49ad2636","2025-11-21 07:35:00","2025-11-21 07:55:00","8a69eb009a363b11019aa09d49ad2631","2025-11-21 08:45:00","2025-11-21 08:45:00","CF9042","CF209","短过站","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169226e0aba","08cec72897bb4731ac95579434a68ee4","进港卸机","2025-11-21","2025-11-21 07:05:00",50,"进","8a69eb009a363b11019aa09d49ad2636","2025-11-21 07:35:00","2025-11-21 07:55:00","8a69eb009a363b11019aa09d49ad2631","2025-11-21 08:45:00","2025-11-21 08:45:00","CF9042","CF209","短过站","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169226e0abb","08cec72897bb4731ac95579434a68ee4","进港卸机","2025-11-21","2025-11-21 07:05:00",50,"进","8a69eb009a363b11019aa09d49ad2636","2025-11-21 07:35:00","2025-11-21 07:55:00","8a69eb009a363b11019aa09d49ad2631","2025-11-21 08:45:00","2025-11-21 08:45:00","CF9042","CF209","短过站","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169226f0abc","08cec72897bb4731ac95579434a68ee4","进港卸机","2025-11-21","2025-11-21 07:05:00",50,"进","8a69eb009a363b11019aa09d49ad2636","2025-11-21 07:35:00","2025-11-21 07:55:00","8a69eb009a363b11019aa09d49ad2631","2025-11-21 08:45:00","2025-11-21 08:45:00","CF9042","CF209","短过站","","T1",,"92",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924be1b9c","7abf56977f3c452791ce782a0cb6b7c4","出港装机","2025-11-21","2025-11-21 11:50:00",40,"出","8a69f26f9a3639fe019aa0accff030ca","2025-11-21 10:34:00","2025-11-21 10:20:00","8a69eb009a363b11019aa09d49ad2638","2025-11-21 12:50:00","2025-11-21 12:50:00","00DER132","00DER133","长过站","","T1",,"73",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924be1b9d","7abf56977f3c452791ce782a0cb6b7c4","出港装机","2025-11-21","2025-11-21 11:50:00",40,"出","8a69f26f9a3639fe019aa0accff030ca","2025-11-21 10:34:00","2025-11-21 10:20:00","8a69eb009a363b11019aa09d49ad2638","2025-11-21 12:50:00","2025-11-21 12:50:00","00DER132","00DER133","长过站","","T1",,"73",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924be1b9e","7abf56977f3c452791ce782a0cb6b7c4","出港装机","2025-11-21","2025-11-21 11:50:00",40,"出","8a69f26f9a3639fe019aa0accff030ca","2025-11-21 10:34:00","2025-11-21 10:20:00","8a69eb009a363b11019aa09d49ad2638","2025-11-21 12:50:00","2025-11-21 12:50:00","00DER132","00DER133","长过站","","T1",,"73",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169225d0a3e","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:40:00",30,"进","8a69eb009a363b11019aa09d49ad2639",,"2025-11-22 00:40:00",,,,"FU6552",,"航后","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169225d0a3f","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:40:00",30,"进","8a69eb009a363b11019aa09d49ad2639",,"2025-11-22 00:40:00",,,,"FU6552",,"航后","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169225e0a40","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:40:00",30,"进","8a69eb009a363b11019aa09d49ad2639",,"2025-11-22 00:40:00",,,,"FU6552",,"航后","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4c782d04","f705b79efe7c49b39c7c6c3bcfda88b1","进港押运","2025-11-21","2025-11-22 01:10:00",20,"进","8a69eb009a363b11019aa09d49ad2639",,"2025-11-22 00:40:00",,,,"FU6552",,"航后","押运","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922740ae2","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:50:00",30,"进","8a69eb009a363b11019aa09d49ad263a",,"2025-11-22 00:50:00",,,,"FU6602",,"航后","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922740ae3","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:50:00",30,"进","8a69eb009a363b11019aa09d49ad263a",,"2025-11-22 00:50:00",,,,"FU6602",,"航后","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922740ae4","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:50:00",30,"进","8a69eb009a363b11019aa09d49ad263a",,"2025-11-22 00:50:00",,,,"FU6602",,"航后","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4c782d07","f705b79efe7c49b39c7c6c3bcfda88b1","进港押运","2025-11-21","2025-11-22 01:20:00",20,"进","8a69eb009a363b11019aa09d49ad263a",,"2025-11-22 00:50:00",,,,"FU6602",,"航后","押运","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169228b0b8b","dabb4bec44524048a80e6ea59871de8d","进港押运","2025-11-21","2025-11-22 01:50:00",25,"进","8a69eb009a363b11019aa09d49ad263b",,"2025-11-22 01:20:00",,,,"FU6666",,"航后","押运","T1",,"21",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169228a0b86","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 01:20:00",30,"进","8a69eb009a363b11019aa09d49ad263b",,"2025-11-22 01:20:00",,,,"FU6666",,"航后","","T1",,"21",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169228a0b87","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 01:20:00",30,"进","8a69eb009a363b11019aa09d49ad263b",,"2025-11-22 01:20:00",,,,"FU6666",,"航后","","T1",,"21",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169228a0b88","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 01:20:00",30,"进","8a69eb009a363b11019aa09d49ad263b",,"2025-11-22 01:20:00",,,,"FU6666",,"航后","","T1",,"21",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5a59e006eb3","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 17:46:00",30,"进","8a69eb009a363b11019aa09d49ad263c","2025-11-21 17:46:00","2025-11-21 18:15:00","8a69eb009a363b11019aa09d49ad263d","2025-11-21 19:20:00","2025-11-21 19:20:00","AQ1321","AQ1322","短过站","","T1",,"17",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5a59e006eb4","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 17:46:00",30,"进","8a69eb009a363b11019aa09d49ad263c","2025-11-21 17:46:00","2025-11-21 18:15:00","8a69eb009a363b11019aa09d49ad263d","2025-11-21 19:20:00","2025-11-21 19:20:00","AQ1321","AQ1322","短过站","","T1",,"17",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5a59e006eb5","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 17:46:00",30,"进","8a69eb009a363b11019aa09d49ad263c","2025-11-21 17:46:00","2025-11-21 18:15:00","8a69eb009a363b11019aa09d49ad263d","2025-11-21 19:20:00","2025-11-21 19:20:00","AQ1321","AQ1322","短过站","","T1",,"17",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cb72e97","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 17:50:00",20,"出","8a69eb009a363b11019aa09d49ad263c","2025-11-21 17:46:00","2025-11-21 18:15:00","8a69eb009a363b11019aa09d49ad263d","2025-11-21 19:20:00","2025-11-21 19:20:00","AQ1321","AQ1322","短过站","押运","T1",,"17",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5a59e016eb6","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 18:20:00",55,"出","8a69eb009a363b11019aa09d49ad263c","2025-11-21 17:46:00","2025-11-21 18:15:00","8a69eb009a363b11019aa09d49ad263d","2025-11-21 19:20:00","2025-11-21 19:20:00","AQ1321","AQ1322","短过站","","T1",,"17",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5a59e016eb7","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 18:20:00",55,"出","8a69eb009a363b11019aa09d49ad263c","2025-11-21 17:46:00","2025-11-21 18:15:00","8a69eb009a363b11019aa09d49ad263d","2025-11-21 19:20:00","2025-11-21 19:20:00","AQ1321","AQ1322","短过站","","T1",,"17",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5a59e016eb8","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 18:20:00",55,"出","8a69eb009a363b11019aa09d49ad263c","2025-11-21 17:46:00","2025-11-21 18:15:00","8a69eb009a363b11019aa09d49ad263d","2025-11-21 19:20:00","2025-11-21 19:20:00","AQ1321","AQ1322","短过站","","T1",,"17",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922a30c3a","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 13:55:00",36,"进","8a69eb009a363b11019aa09d49ad263e","2025-11-21 13:55:00","2025-11-21 14:00:00","8a69eb009a363b11019aa09d49ad263f","2025-11-21 14:50:00","2025-11-21 14:50:00","K6592","K6592","短过站","","T1",,"41",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922a30c3b","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 13:55:00",36,"进","8a69eb009a363b11019aa09d49ad263e","2025-11-21 13:55:00","2025-11-21 14:00:00","8a69eb009a363b11019aa09d49ad263f","2025-11-21 14:50:00","2025-11-21 14:50:00","K6592","K6592","短过站","","T1",,"41",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922a30c3c","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 13:55:00",36,"进","8a69eb009a363b11019aa09d49ad263e","2025-11-21 13:55:00","2025-11-21 14:00:00","8a69eb009a363b11019aa09d49ad263f","2025-11-21 14:50:00","2025-11-21 14:50:00","K6592","K6592","短过站","","T1",,"41",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cb82e9a","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 13:20:00",20,"出","8a69eb009a363b11019aa09d49ad263e","2025-11-21 13:55:00","2025-11-21 14:00:00","8a69eb009a363b11019aa09d49ad263f","2025-11-21 14:50:00","2025-11-21 14:50:00","K6592","K6592","短过站","押运","T1",,"41",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922c40d2a","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 22:55:00",36,"进","8a69eb009a363b11019aa09d49ad2640",,"2025-11-21 22:55:00","8a69eb009a363b11019aa0a50d102735","2025-11-22 00:10:00","2025-11-22 00:10:00","K6593","K6593","短过站","","T1",,"41",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922c40d2b","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 22:55:00",36,"进","8a69eb009a363b11019aa09d49ad2640",,"2025-11-21 22:55:00","8a69eb009a363b11019aa0a50d102735","2025-11-22 00:10:00","2025-11-22 00:10:00","K6593","K6593","短过站","","T1",,"41",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922c40d2c","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 22:55:00",36,"进","8a69eb009a363b11019aa09d49ad2640",,"2025-11-21 22:55:00","8a69eb009a363b11019aa0a50d102735","2025-11-22 00:10:00","2025-11-22 00:10:00","K6593","K6593","短过站","","T1",,"41",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922e10e01","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 08:42:00",36,"进","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922e10e02","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 08:42:00",36,"进","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922e20e03","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 08:42:00",36,"进","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3995d072574","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 08:42:00",30,"进","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
